Profesión;diseñador;paleta
Profesión;arquitecto;maqueta
Profesión;fotógrafo;enfoque
Profesión;periodista;titular
Profesión;profesor;pizarra
Profesión;psicólogo;consulta
Profesión;veterinario;jaula
Profesión;farmacéutico;receta
Profesión;cajero;código de barras
Profesión;repartidor;timbre
Profesión;taxista;parada
Profesión;jardinero;tijera
Profesión;actor;ensayo
Acción;cocinar;delantal
Acción;viajar;maleta
Acción;conducir;peaje
Acción;estudiar;subrayador
Acción;trabajar;deadline
Acción;dormir;siesta
Acción;leer;marcador
Acción;escribir;tecla
Acción;dibujar;lápiz
Acción;cantar;karaoke
Acción;bailar;luces
Acción;correr;zapatilla
Acción;nadar;gafas
Acción;escalar;magnesio
Acción;acampar;tienda
Acción;pescar;anzuelo
Acción;comprar;bolsa
Acción;vender;rebaja
Acción;llamar;tono
Acción;grabar;micrófono
Acción;fotografiar;flash
Acción;limpiar;guante
Acción;ordenar;cajón
Acción;planificar;agenda
Acción;reservar;confirmación
Acción;celebrar;confeti
Acción;discutir;tono
Acción;negociar;apretón
Acción;descansar;hamaca
Acción;meditar;silencio
Acción;improvisar;sin plan
Comida;burrito;medianoche
Comida;nacho;cine
Comida;tiramisú;cuchara pequeña
Comida;brownie;dedos
Comida;cupcake;cumpleaños
Comida;muffin;mañana
Comida;pancake;sirop
Comida;waffle;hotel
Comida;crepe;puesto calle
Comida;macaron;caja bonita
Comida;pudding;vasito
Comida;cuscús;especias
Comida;gnocchi;domingo lento
Comida;dumpling;vapor
Comida;kimchi;olor raro
Comida;edamame;barra
Comida;tofu;plancha
Comida;tempura;crujido
Comida;sashimi;plato frío
Comida;bruschetta;brindis
Comida;pesto;verde
Comida;guacamole;nachera
Comida;pisto;sartén
Comida;tostada;crujido
Comida;bizcocho;merienda
Animal;león;melena
Animal;tigre;rayas
Animal;puma;sombra
Animal;pantera;sigilo
Animal;hiena;risita
Animal;mono;imitación
Animal;gorila;pecho
Animal;orangután;bosque
Animal;cebra;patrón
Animal;hipopótamo;río lento
Animal;cocodrilo;orilla
Animal;tortuga;paso lento
Animal;rana;charco
Animal;sapo;jardín
Animal;salamandra;piedra húmeda
Animal;loro;repetición
Animal;canario;jaula
Animal;pavo;pluma
Animal;avestruz;carrera
Animal;flamenco;una pata
Animal;erizo;bola
Animal;mapache;ladrón
Animal;nutria;juego
Animal;castor;dique
Animal;murciélago;techo
Objeto;martillo;clavo
Objeto;destornillador;tornillo
Objeto;tijera;papel
Objeto;grapadora;oficina
Objeto;pegamento;manualidad
Objeto;cinta;paquete
Objeto;carpeta;archivos
Objeto;cuaderno;espiral
Objeto;bolígrafo;mancha
Objeto;lapicero;mina
Objeto;borrador;viruta
Objeto;regla;línea
Objeto;calculadora;teclas
Objeto;termómetro;fiebre
Objeto;candado;llave gemela
Objeto;silla;respaldo
Objeto;mesa;esquina
Objeto;cortina;ventana
Objeto;almohada;sillón
Objeto;manta;siesta
Objeto;tostadora;palanca
Objeto;batidora;ruido
Objeto;cafetera;goteo
Objeto;llavero;sonido
Objeto;radio;ruleta
Lugar;zoológico;familia
Lugar;acuario;cristal
Lugar;discoteca;luces
Lugar;auditorio;fila
Lugar;piscina;cloro
Lugar;spa;silencio
Lugar;mirador;foto
Lugar;acantilado;viento
Lugar;camping;linterna
Lugar;refugio;chimenea
Lugar;castillo;muralla
Lugar;palacio;escalera
Lugar;puerto;amarre
Lugar;puente;paso
Lugar;túnel;eco
Lugar;autopista;peaje
Lugar;granja;amanecer
Lugar;fábrica;turno
Lugar;almacén;palet
Lugar;taller;herramienta
Lugar;laboratorio;bata
Lugar;tribunal;estrado
Lugar;comisaría;denuncia
Lugar;mercadillo;regateo
Lugar;mirador;atardecer
Profesión;cirujano;mascarilla
Profesión;traductor;doble texto
Profesión;contable;cierre
Profesión;auditor;carpeta
Profesión;albañil;cemento
Profesión;soldador;chispa
Profesión;minero;casco sucio
Profesión;pescador;amanecer
Profesión;pastelero;glaseado
Profesión;frutero;caja
Profesión;florista;ramo
Profesión;joyero;lupa
Profesión;relojero;muelle
Profesión;científico;hipótesis
Profesión;investigador;nota
Profesión;entrenador;pizarra
Profesión;árbitro;silbato
Profesión;socorrista;torre
Profesión;astronauta;gravedad
Profesión;meteorólogo;mapa
Profesión;guía;banderita
Profesión;locutor;micrófono
Profesión;barbero;navaja
Profesión;carnicero;delantal
Profesión;camionero;kilómetro
Acción;saltar;charco
Acción;reír;sin motivo
Acción;llorar;película
Acción;susurrar;secreto
Acción;gritar;gol
Acción;escuchar;auricular prestado
Acción;observar;desde lejos
Acción;perseguir;pasillo
Acción;esconder;detrás
Acción;buscar;bolsillos
Acción;navegar;pestaña
Acción;patinar;pista
Acción;volar;ventanilla
Acción;bucear;aleta
Acción;aplaudir;final
Acción;brindar;copas
Acción;desayunar;prisa
Acción;cenar;tarde
Acción;merendar;entre horas
Acción;jugar;turno
Acción;entrenar;serie
Acción;reciclar;contenedor
Acción;reparar;parche
Acción;decorar;guirnalda
Acción;cortar;tabla
Deporte;fútbol;penalti
Deporte;baloncesto;triple
Deporte;tenis;saque
Deporte;pádel;cristal
Deporte;boxeo;campana
Deporte;voleibol;red
Deporte;balonmano;resina
Deporte;rugby;melé
Deporte;béisbol;bate
Deporte;hockey;disco
Deporte;golf;green
Deporte;atletismo;pista
Deporte;gimnasia;colchoneta
Deporte;esgrima;careta
Deporte;surf;ola
Deporte;esquí;remonte
Deporte;snowboard;tabla
Deporte;patinaje;hielo
Deporte;ciclismo;pelotón
Deporte;triatlón;transición
Deporte;judo;kimono
Deporte;karate;cinturón
Deporte;taekwondo;patada
Deporte;remo;cadencia
Deporte;yoga;esterilla
Tecnología;servidor;sala fría
Tecnología;firewall;regla
Tecnología;nube;sin disco
Tecnología;algoritmo;caja negra
Tecnología;sensor;lectura
Tecnología;dron;zumbido
Tecnología;robot;rutina
Tecnología;láser;haz
Tecnología;chip;silicio
Tecnología;batería;porcentaje
Tecnología;satélite;órbita
Tecnología;consola;mandos
Tecnología;navegador;pestañas
Tecnología;wifi;clave
Tecnología;bluetooth;emparejar
Tecnología;código;pull request
Tecnología;token;caduca
Tecnología;backup;por si acaso
Tecnología;kernel;reinicio
Tecnología;plugin;extra
Tecnología;chatbot;respuesta rápida
Tecnología;streaming;buffer
Tecnología;gps;flecha
Tecnología;api;endpoint
Tecnología;criptografía;llave
